version: 1
n_points: 68
{
(0, 1, 2, 3, 4, 11, 13, 14, 54) 1.0
(0, 1, 2, 3, 7, 11, 13, 14, 54) 1.0
(0, 1, 2, 3, 11, 13, 14, 19, 54) 1.0
(0, 1, 2, 3, 11, 13, 14, 22, 54) 1.0
(0, 1, 2, 3, 11, 13, 14, 24, 54) 1.0
(0, 1, 2, 3, 11, 13, 14, 25, 54) 1.0
(0, 1, 2, 3, 11, 13, 14, 27, 54) 1.0
(0, 1, 2, 3, 11, 13, 14, 28, 54) 1.0
(0, 1, 2, 3, 11, 13, 14, 29, 54) 1.0
(0, 1, 2, 3, 11, 13, 14, 32, 54) 1.0
(0, 1, 2, 3, 11, 13, 14, 33, 54) 1.0
(0, 1, 2, 3, 11, 13, 14, 34, 54) 1.0
(0, 1, 2, 3, 11, 13, 14, 45, 54) 1.0
(0, 1, 2, 3, 11, 13, 14, 46, 54) 1.0
(0, 1, 2, 3, 11, 13, 14, 47, 54) 1.0
(0, 1, 2, 3, 11, 13, 14, 50, 54) 1.0
(0, 1, 2, 3, 11, 13, 14, 51, 54) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 55) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 58) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 59) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 62) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 63) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 64) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 65) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 66) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 68) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 69) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 70) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 71) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 72) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 73) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 74) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 80) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 84) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 86) 1.0
(0, 1, 2, 3, 11, 13, 14, 54, 88) 1.0
(0, 1, 2, 3, 11, 13, 19, 22, 54) 1.0
(0, 1, 2, 3, 11, 13, 19, 24, 54) 1.0
(0, 1, 2, 3, 11, 13, 19, 25, 54) 1.0
(0, 1, 2, 3, 11, 13, 19, 28, 54) 1.0
(0, 1, 2, 3, 11, 13, 19, 29, 54) 1.0
(0, 1, 2, 3, 11, 13, 19, 32, 54) 1.0
(0, 1, 2, 3, 11, 13, 19, 34, 54) 1.0
(0, 1, 2, 3, 11, 13, 19, 45, 54) 1.0
(0, 1, 2, 3, 11, 13, 19, 46, 54) 1.0
(0, 1, 2, 3, 11, 13, 19, 47, 54) 1.0
(0, 1, 2, 3, 11, 13, 19, 50, 54) 1.0
(0, 1, 2, 3, 11, 13, 19, 51, 54) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 55) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 58) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 59) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 62) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 63) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 64) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 65) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 68) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 69) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 70) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 71) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 72) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 73) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 74) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 80) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 84) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 86) 1.0
(0, 1, 2, 3, 11, 13, 19, 54, 88) 1.0
(0, 1, 2, 3, 11, 13, 22, 24, 54) 1.0
(0, 1, 2, 3, 11, 13, 22, 25, 54) 1.0
(0, 1, 2, 3, 11, 13, 22, 28, 54) 1.0
(0, 1, 2, 3, 11, 13, 22, 29, 54) 1.0
(0, 1, 2, 3, 11, 13, 22, 32, 54) 1.0
(0, 1, 2, 3, 11, 13, 22, 34, 54) 1.0
(0, 1, 2, 3, 11, 13, 22, 45, 54) 1.0
(0, 1, 2, 3, 11, 13, 22, 46, 54) 1.0
(0, 1, 2, 3, 11, 13, 22, 47, 54) 1.0
(0, 1, 2, 3, 11, 13, 22, 50, 54) 1.0
(0, 1, 2, 3, 11, 13, 22, 51, 54) 1.0
(0, 1, 2, 3, 11, 13, 22, 54, 55) 1.0
(0, 1, 2, 3, 11, 13, 22, 54, 58) 1.0
(0, 1, 2, 3, 11, 13, 22, 54, 59) 1.0
(0, 1, 2, 3, 11, 13, 22, 54, 62) 1.0
(0, 1, 2, 3, 11, 13, 22, 54, 63) 1.0
(0, 1, 2, 3, 11, 13, 22, 54, 64) 1.0
(0, 1, 2, 3, 11, 13, 22, 54, 65) 1.0
(0, 1, 2, 3, 11, 13, 22, 54, 68) 1.0
(0, 1, 2, 3, 11, 13, 22, 54, 69) 1.0
(0, 1, 2, 3, 11, 13, 22, 54, 70) 1.0
(0, 1, 2, 3, 11, 13, 22, 54, 71) 1.0
(0, 1, 2, 3, 11, 13, 22, 54, 72) 1.0
(0, 1, 2, 3, 11, 13, 22, 54, 73) 1.0
(0, 1, 2, 3, 11, 13, 22, 54, 74) 1.0
}
